ID,Simplified,Traditional,Pinyin,POS,Level,WebNo,WebPinyin,OCR,Variants,CEDICT
L1-0261,男,男,nán,Adj,1,5767,nán,男,,男|男[nan2]
L1-0262,男孩儿,男孩兒,nánháir,N,1,5768,nánháir,男孩儿,,男孩兒|男孩儿[nan2 hai2 r5]
L1-0263,男朋友,男朋友,nánpéngyou,N,1,5770,nánpéngyou,男朋友,,男朋友|男朋友[nan2 peng2 you5]
L1-0264,男人,男人,nánrén,N,1,5771,nánrén,男人,,男人|男人[nan2 ren2]
L1-0265,男生,男生,nánshēng,N,1,5772,nánshēng,男生,,男生|男生[nan2 sheng1]
L1-0266,南,南,nán,N,1,5776,nán,南,,南|南[nan2]
L1-0267,南边,南邊,nánbian,N,1,5778,nánbian,南边,,南邊|南边[nan2 bian5]
L1-0268,难,難,nán,Adj,1,5783,nán,难,,難|难[nan2]
L1-0269,呢,呢,ne,Aux,1,5815,ne,呢,,呢|呢[ne5]
L1-0270,能,能,néng,V,1,5833,néng,能,,能|能[neng2]
L1-0271,你,你,nǐ,Pron,1,5850,nǐ,你,,你|你[ni3]
L1-0272,你们,你們,nǐmen,Pron,1,5851,nǐmen,你们,,你們|你们[ni3 men5]
L1-0273,年,年,nián,M,1,5854,nián,年,,年|年[nian2]
L1-0274,您,您,nín,Pron,1,5881,nín,您,,您|您[nin2]
L1-0275,牛奶,牛奶,niúnǎi,N,1,5891,niúnǎi,牛奶,,牛奶|牛奶[niu2 nai3]
L1-0276,女,女,nǚ,Adj,1,5916,nǚ,女,,女|女[nu:3]
L1-0277,女儿,女兒,nǚ'ér,N,1,5917,nǚ'ér,女儿,,女兒|女儿[nu:3 er2]
L1-0278,女孩儿,女孩兒,nǚháir,N,1,5918,nǚháir,女孩儿,,女孩兒|女孩儿[nu:3 hai2 r5]
L1-0279,女朋友,女朋友,nǚpéngyou,N,1,5919,nǚpéngyou,女朋友,,女朋友|女朋友[nu:3 peng2 you5]
L1-0280,女人,女人,nǚrén,N,1,5920,nǚrén,女人,,女人|女人[nu:3 ren2]
L1-0281,女生,女生,nǚshēng,N,1,5921,nǚshēng,女生,,女生|女生[nu:3 sheng1]
L1-0282,旁边,旁邊,pángbiān,N,1,5985,pángbiān,旁边,,旁邊|旁边[pang2 bian1]
L1-0283,跑,跑,pǎo,V,1,5993,pǎo,跑,,跑|跑[pao3]
L1-0284,朋友,朋友,péngyou,N,1,6028,péngyou,朋友,,朋友|朋友[peng2 you5]
L1-0285,票,票,piào,N,1,6089,piào,票,,票|票[piao4]
L1-0286,七,七,qī,Num,1,6197,qī,七,,七|七[qi1]
L1-0287,起,起,qǐ,V,1,6250,qǐ,起,,起|起[qi3]
L1-0288,起床,起床,qǐchuáng,,1,6255,qǐ∥chuáng,起床,,起床|起床[qi3 chuang2]
L1-0289,起来,起來|起來,qǐlái,,1,6261,qǐ∥·lái,起来,,起來|起来[qi3 lai5]/起來|起来[qi5 lai5]
L1-0290,汽车,汽車,qìchē,N,1,6285,qìchē,汽车,,汽車|汽车[qi4 che1]
L1-0291,前,前,qián,N,1,6333,qián,前,,前|前[qian2]
L1-0292,前边,前邊,qiánbian,N,1,6335,qiánbian,前边,,前邊|前边[qian2 bian5]
L1-0293,前天,前天,qiántiān,N,1,6350,qiántiān,前天,,前天|前天[qian2 tian1]
L1-0294,钱,錢,qián,N,1,6361,qián,钱,,錢|钱[qian2]
L1-0295,钱包,錢包,qiánbāo,N,1,6362,qiánbāo,钱包,,錢包|钱包[qian2 bao1]
L1-0296,请,請,qǐng,V,1,6519,qǐng,请,,請|请[qing3]
L1-0297,请假,請假,qǐngjià,,1,6520,qǐng∥jià,请假,,請假|请假[qing3 jia4]
L1-0298,请进,請進,qǐng jìn,,1,6523,qǐng jìn,请进,,請進|请进[qing3 jin4]
L1-0299,请问,請問,qǐngwèn,V,1,6527,qǐngwèn,请问,,請問|请问[qing3 wen4]
L1-0300,请坐,請坐,qǐng zuò,,1,6528,qǐng zuò,请坐,,請坐|请坐[qing3 zuo4]
L1-0301,球,球,qiú,N,1,6547,qiú,球,,球|球[qiu2]
L1-0302,去,去,qù,V,1,6582,qù,去,,去|去[qu4]
L1-0303,去年,去年,qùnián,N,1,6586,qùnián,去年,,去年|去年[qu4 nian2]
L1-0304,热,熱,rè,Adj/V,1,6670,rè,热,,熱|热[re4]
L1-0305,人,人,rén,N,1,6688,rén,人,,人|人[ren2]
L1-0306,认识,認識,rènshi,V/N,1,6739,rènshi,认识,,認識|认识[ren4 shi5]
L1-0307,认真,認真,rènzhēn,Adj,1,6742,rènzhēn,认真,,認真|认真[ren4 zhen1]
L1-0308,日,日,rì,N,1,6759,rì,日,,日|日[ri4]
L1-0309,日期,日期,rìqī,N,1,6767,rìqī,日期,,日期|日期[ri4 qi1]
L1-0310,肉,肉,ròu,N,1,6795,ròu,肉,,肉|肉[rou4]
L1-0311,三,三,sān,Num,1,6841,sān,三,,三|三[san1]
L1-0312,山,山,shān,N,1,6888,shān,山,,山|山[shan1]
L1-0313,商场,商場,shāngchǎng,N,1,6928,shāngchǎng,商场,,商場|商场[shang1 chang3]
L1-0314,商店,商店,shāngdiàn,N,1,6930,shāngdiàn,商店,,商店|商店[shang1 dian4]
L1-0315,上,上,shàng,N/V,1,6940,shàng,上,,上|上[shang4]
L1-0316,上班,上班,shàngbān,,1,6941,shàng∥bān,上班,,上班|上班[shang4 ban1]
L1-0317,上边,上邊,shàngbian,N,1,6943,shàngbian,上边,,上邊|上边[shang4 bian5]
L1-0318,上车,上車,shàng chē,,1,6945,shàng chē,上车,,上車|上车[shang4 che1]
L1-0319,上次,上次,shàng cì,,1,6946,shàng cì,上次,,上次|上次[shang4 ci4]
L1-0320,上课,上課,shàngkè,,1,6954,shàng∥kè,上课,,上課|上课[shang4 ke4]
L1-0321,上网,上網,shàngwǎng,,1,6972,shàng∥wǎng,上网,,上網|上网[shang4 wang3]
L1-0322,上午,上午,shàngwǔ,N,1,6973,shàngwǔ,上午,,上午|上午[shang4 wu3]
L1-0323,上学,上學,shàngxué,,1,6976,shàng∥xué,上学,,上學|上学[shang4 xue2]
L1-0324,少,少,shǎo,Adj/V,1,6997,shǎo,少,,少|少[shao3]
L1-0325,谁,誰,shéi/shuí,Pron,1,7039,shéi/shuí,谁,"[{""Simplified"": ""谁"", ""Pinyin"": ""shéi"", ""POS"": ""Pr"", ""Traditional"": ""誰"", ""CEDICT"": ""誰|谁[shei2]""}, {""Simplified"": ""谁"", ""Pinyin"": ""shuí"", ""POS"": ""Pr"", ""Traditional"": ""誰"", ""CEDICT"": ""誰|谁[shei2]""}]",誰|谁[shei2]
L1-0326,身上,身上,shēnshang,N,1,7057,shēnshang,身上,,身上|身上[shen1 shang5]
L1-0327,身体,身體,shēntǐ,N,1,7058,shēntǐ,身体,,身體|身体[shen1 ti3]
L1-0328,什么,什麼,shénme,Pron,1,7080,shénme,什么,,什麼|什么[shen2 me5]
L1-0329,生病,生病,shēngbìng,,1,7114,shēng∥bìng,生病,,生病|生病[sheng1 bing4]
L1-0330,生气,生氣,shēngqì,,1,7128,shēng∥qì,生气,,生氣|生气[sheng1 qi4]
L1-0331,生日,生日,shēngrì,N,1,7130,shēngrì,生日,,生日|生日[sheng1 ri4]
L1-0332,十,十,shí,Num,1,7202,shí,十,,十|十[shi2]
L1-0333,时候,時候,shíhou,N,1,7217,shíhou,时候,,時候|时候[shi2 hou5]
L1-0334,时间,時間,shíjiān,N,1,7219,shíjiān,时间,,時間|时间[shi2 jian1]
L1-0335,事,事,shì,N,1,7296,shì,事,,事|事[shi4]
L1-0336,试,試,shì,V,1,7313,shì,试,,試|试[shi4]
L1-0337,是,是,shì,V,1,7332,shì,是,,是|是[shi4]
L1-0338,是不是,是不是,shì bu shì,,1,7333,shì bu shì,是不是,,是不是|是不是[shi4 bu4 shi4]
L1-0339,手,手,shǒu,N,1,7372,shǒu,手,,手|手[shou3]
L1-0340,手机,手機,shǒujī,N,1,7380,shǒujī,手机,,手機|手机[shou3 ji1]
L1-0341,书,書,shū,N,1,7435,shū,书,,書|书[shu1]
L1-0342,书包,書包,shūbāo,N,1,7436,shūbāo,书包,,書包|书包[shu1 bao1]
L1-0343,书店,書店,shūdiàn,N,1,7438,shūdiàn,书店,,書店|书店[shu1 dian4]
L1-0344,树,樹,shù,N,1,7487,shù,树,,樹|树[shu4]
L1-0345,水,水,shuǐ,N,1,7537,shuǐ,水,,水|水[shui3]
L1-0346,水果,水果,shuǐguǒ,N,1,7543,shuǐguǒ,水果,,水果|水果[shui3 guo3]
L1-0347,睡,睡,shuì,V,1,7565,shuì,睡,,睡|睡[shui4]
L1-0348,睡觉,睡覺,shuìjiào,,1,7567,shuì∥jiào,睡觉,,睡覺|睡觉[shui4 jiao4]
L1-0349,说,說,shuō,V,1,7586,shuō,说,,說|说[shuo1]
L1-0350,说话,說話,shuōhuà,,1,7595,shuō∥huà,说话,,說話|说话[shuo1 hua4]
L1-0351,四,四,sì,Num,1,7636,sì,四,,四|四[si4]
L1-0352,送,送,sòng,V,1,7655,sòng,送,,送|送[song4]
L1-0353,岁,歲,suì,M,1,7716,suì,岁,,歲|岁[sui4]
L1-0354,他,他,tā,Pron,1,7749,tā,他,,他|他[ta1]
L1-0355,他们,他們,tāmen,Pron,1,7750,tāmen,他们,,他們|他们[ta1 men5]
L1-0356,她,她,tā,Pron,1,7754,tā,她,,她|她[ta1]
L1-0357,她们,她們,tāmen,Pron,1,7755,tāmen,她们,,她們|她们[ta1 men5]
L1-0358,太,太,tài,Adv,1,7771,tài,太,,太|太[tai4]
L1-0359,天,天,tiān,N/M,1,7928,tiān,天,,天|天[tian1]
L1-0360,天气,天氣,tiānqì,N,1,7938,tiānqì,天气,,天氣|天气[tian1 qi4]
L1-0361,听,聽,tīng,V,1,8003,tīng,听,,聽|听[ting1]
L1-0362,听到,聽到,tīngdào,,1,8005,tīngdào,听到,,聽到|听到[ting1 dao4]
L1-0363,听见,聽見,tīngjiàn,,1,8007,tīng∥jiàn,听见,,聽見|听见[ting1 jian4]
L1-0364,听写,聽寫,tīngxiě,V,1,8012,tīngxiě,听写,,聽寫|听写[ting1 xie3]
L1-0365,同学,同學,tóngxué,N,1,8069,tóngxué,同学,,同學|同学[tong2 xue2]
L1-0366,图书馆,圖書館,túshūguǎn,N,1,8144,túshūguǎn,图书馆,,圖書館|图书馆[tu2 shu1 guan3]
L1-0367,外,外,wài,N,1,8239,wài,外,,外|外[wai4]
L1-0368,外边,外邊,wàibian,N,1,8241,wàibian,外边,,外邊|外边[wai4 bian5]
L1-0369,外国,外國,wàiguó,N,1,8248,wàiguó,外国,,外國|外国[wai4 guo2]
L1-0370,外语,外語,wàiyǔ,N,1,8270,wàiyǔ,外语,,外語|外语[wai4 yu3]
L1-0371,玩儿,玩兒,wánr,V,1,8288,wánr,玩儿,,玩兒|玩儿[wan2 r5]
L1-0372,晚,晚,wǎn,Adj,1,8297,wǎn,晚,,晚|晚[wan3]
L1-0373,晚饭,晚飯,wǎnfàn,N,1,8302,wǎnfàn,晚饭,,晚飯|晚饭[wan3 fan4]
L1-0374,晚上,晚上,wǎnshang,N,1,8307,wǎnshang,晚上,,晚上|晚上[wan3 shang5]
L1-0375,网上,網上,wǎng shang,,1,8330,wǎng shang,网上,,網上|网上[wang3 shang4]
L1-0376,网友,網友,wǎngyǒu,N,1,8332,wǎngyǒu,网友,,網友|网友[wang3 you3]
L1-0377,忘,忘,wàng,V,1,8345,wàng,忘,,忘|忘[wang4]
L1-0378,忘记,忘記,wàngjì,V,1,8348,wàngjì,忘记,,忘記|忘记[wang4 ji4]
L1-0379,问,問,wèn,V,1,8483,wèn,问,,問|问[wen4]
L1-0380,我,我,wǒ,Pron,1,8490,wǒ,我,,我|我[wo3]
L1-0381,我们,我們,wǒmen,Pron,1,8491,wǒmen,我们,,我們|我们[wo3 men5]
L1-0382,五,五,wǔ,Num,1,8557,wǔ,五,,五|五[wu3]
L1-0383,午饭,午飯,wǔfàn,N,1,8562,wǔfàn,午饭,,午飯|午饭[wu3 fan4]
L1-0384,西,西,xī,N,1,8592,xī,西,,西|西[xi1]
L1-0385,西边,西邊,xībian,N,1,8595,xībian,西边,,西邊|西边[xi1 bian1]
L1-0386,洗,洗,xǐ,V,1,8631,xǐ,洗,,洗|洗[xi3]
L1-0387,洗手间,洗手間,xǐshǒujiān,N,1,8634,xǐshǒujiān,洗手间,,洗手間|洗手间[xi3 shou3 jian1]
L1-0388,喜欢,喜歡,xǐhuan,V,1,8641,xǐhuan,喜欢,,喜歡|喜欢[xi3 huan5]
L1-0389,下,下,xià,N/V,1,8671,xià,下（名、动）,,下|下[xia4]
L1-0390,下班,下班,xiàbān,,1,8673,xià∥bān,下班,,下班|下班[xia4 ban1]
L1-0391,下边,下邊,xiàbian,N,1,8674,xiàbian,下边,,下邊|下边[xia4 bian5]
L1-0392,下车,下車,xià chē,,1,8676,xià chē,下车,,下車|下车[xia4 che1]
L1-0393,下次,下次,xià cì,,1,8677,xià cì,下次,,下次|下次[xia4 ci4]
L1-0394,下课,下課,xiàkè,,1,8686,xià∥kè,下课,,下課|下课[xia4 ke4]
L1-0395,下午,下午,xiàwǔ,N,1,8700,xiàwǔ,下午,,下午|下午[xia4 wu3]
L1-0396,下雨,下雨,xià yǔ,,1,8707,xià yǔ,下雨,,下雨|下雨[xia4 yu3]
L1-0397,先,先,xiān,Adv,1,8719,xiān,先,,先|先[xian1]
L1-0398,先生,先生,xiānsheng,N,1,8725,xiānsheng,先生,,先生|先生[xian1 sheng5]
L1-0399,现在,現在,xiànzài,N,1,8766,xiànzài,现在,,現在|现在[xian4 zai4]
L1-0400,想,想,xiǎng,V,1,8840,xiǎng,想,,想|想[xiang3]
L1-0401,小,小,xiǎo,Adj,1,8888,xiǎo,小,,小|小[xiao3]
L1-0402,小孩儿,小孩兒,xiǎoháir,N,1,8894,xiǎoháir,小孩儿,,小孩兒|小孩儿[xiao3 hai2 r5]
L1-0403,小姐,小姐,xiǎojiě,N,1,8896,xiǎojiě,小姐,,小姐|小姐[xiao3 jie5]
L1-0404,小朋友,小朋友,xiǎopéngyǒu,N,1,8901,xiǎopéngyǒu,小朋友,,小朋友|小朋友[xiao3 peng2 you3]
L1-0405,小时,小時,xiǎoshí,N,1,8908,xiǎoshí,小时,,小時|小时[xiao3 shi2]
L1-0406,小学,小學,xiǎoxué,N,1,8917,xiǎoxué,小学,,小學|小学[xiao3 xue2]
L1-0407,小学生,小學生,xiǎoxuéshēng,N,1,8918,xiǎoxuéshēng,小学生,,小學生|小学生[xiao3 xue2 sheng1]
L1-0408,笑,笑,xiào,V,1,8928,xiào,笑,,笑|笑[xiao4]
L1-0409,写,寫,xiě,V,1,8958,xiě,写,,寫|写[xie3]
L1-0410,谢谢,謝謝,xièxie,V,1,8971,xièxie,谢谢,,謝謝|谢谢[xie4 xie5]
L1-0411,新,新,xīn,Adj,1,9010,xīn,新,,新|新[xin1]
L1-0412,新年,新年,xīnnián,N,1,9016,xīnnián,新年,,新年|新年[xin1 nian2]
L1-0413,星期,星期,xīngqī,N,1,9050,xīngqī,星期,,星期|星期[xing1 qi1]
L1-0414,星期日,星期日,xīngqīrì,N,1,9051,xīngqīrì,星期日,,星期日|星期日[Xing1 qi1 ri4]
L1-0415,星期天,星期天,xīngqītiān,N,1,9052,xīngqītiān,星期天,,星期天|星期天[Xing1 qi1 tian1]
L1-0416,行,行,xíng,V/Adj,1,9058,xíng,行,,行|行[xing2]
L1-0417,休息,休息,xiūxi,V,1,9121,xiūxi,休息,,休息|休息[xiu1 xi5]
L1-0418,学,學,xué,V,1,9203,xué,学,,學|学[xue2]
L1-0419,学生,學生,xuéshēng,N,1,9211,xué·shēng,学生,,學生|学生[xue2 sheng5]
L1-0420,学习,學習,xuéxí,V,1,9219,xuéxí,学习,,學習|学习[xue2 xi2]
L1-0421,学校,學校,xuéxiào,N,1,9220,xuéxiào,学校,,學校|学校[xue2 xiao4]
L1-0422,学院,學院,xuéyuàn,N,1,9224,xuéyuàn,学院,,學院|学院[xue2 yuan4]
L1-0423,要,要,yào,V,1,9412,yào,要（动）,,要|要[yao4]
L1-0424,爷爷,爺爺,yéye,N,1,9430,yéye,爷爷,,爺爺|爷爷[ye2 ye5]
L1-0425,也,也,yě,Adv,1,9431,yě,也,,也|也[ye3]
L1-0426,页,頁,yè,M,1,9449,yè,页,,頁|页[ye4]
L1-0427,一,一,yī,Num,1,9461,yī,一,,一|一[yi1]
L1-0428,衣服,衣服,yīfu,N,1,9467,yīfu,衣服,,衣服|衣服[yi1 fu5]
L1-0429,医生,醫生,yīshēng,N,1,9471,yīshēng,医生,,醫生|医生[yi1 sheng1]
L1-0430,医院,醫院,yīyuàn,N,1,9475,yīyuàn,医院,,醫院|医院[yi1 yuan4]
L1-0431,一半,一半,yībàn,Num,1,9487,yíbàn,一半,,一半|一半[yi1 ban4]
L1-0432,一会儿,一會兒,yīhuìr,,1,9507,yíhuìr,一会儿,,一會兒|一会儿[yi1 hui4 r5]
L1-0433,一块儿,一塊兒,yīkuàir,N/Adv,1,9511,yíkuàir,一块儿,,一塊兒|一块儿[yi1 kuai4 r5]
L1-0434,一下儿,一下兒,yīxiàr,,1,9524,yíxiàr,一下儿,,一下兒|一下儿[yi1 xia4 r5]
L1-0435,一样,一樣,yīyàng,Adj,1,9528,yíyàng,一样,,一樣|一样[yi1 yang4]
L1-0436,一边,一邊,yībiān,N/Adv,1,9581,yìbiān,一边,,一邊|一边[yi1 bian1]
L1-0437,一点儿,一點兒,yīdiǎnr,,1,9586,yìdiǎnr,一点儿,,一點兒|一点儿[yi1 dian3 r5]
L1-0438,一起,一起,yīqǐ,Adv/N,1,9608,yìqǐ,一起,,一起|一起[yi1 qi3]
L1-0439,一些,一些,yīxiē,,1,9622,yìxiē,一些,,一些|一些[yi1 xie1]
L1-0440,用,用,yòng,V,1,9795,yòng,用,,用|用[yong4]
L1-0441,有,有,yǒu,V,1,9866,yǒu,有,,有|有[you3]
L1-0442,有的,有的,yǒude,Pron,1,9868,yǒude,有的,,有的|有的[you3 de5]
L1-0443,有名,有名,yǒumíng,,1,9883,yǒu∥míng,有名,,有名|有名[you3 ming2]
L1-0444,有时候|有时,有時候|有時,yǒushíhou|yǒushí,Adv,1,9887,yǒushíhou|yǒushí,有时候｜有时,"[{""Simplified"": ""有时候"", ""Pinyin"": ""yǒushíhou"", ""POS"": ""Adv"", ""Traditional"": ""有時候"", ""CEDICT"": ""有時候|有时候[you3 shi2 hou5]""}, {""Simplified"": ""有时"", ""Pinyin"": ""yǒushí"", ""POS"": ""Adv"", ""Traditional"": ""有時"", ""CEDICT"": ""有時|有时[you3 shi2]""}]",有時候|有时候[you3 shi2 hou5]
L1-0445,有（一）些,有（一）些,yǒu(yī)xiē,Pron,1,9896,yǒu(yì)xiē,有（一）些,"[{""Simplified"": ""有些"", ""Pinyin"": ""yǒuxiē"", ""POS"": ""Pr"", ""Traditional"": ""有些"", ""CEDICT"": ""有些|有些[you3 xie1]""}, {""Simplified"": ""有一些"", ""Pinyin"": ""yǒuyīxiē"", ""POS"": ""Pr"", ""Traditional"": ""有一些"", ""CEDICT"": ""有一些|有一些[you3 yi1 xie1]""}]",有些|有些[you3 xie1]
L1-0446,有用,有用,yǒuyòng,V,1,9902,yǒuyòng,有用,,有用|有用[you3 yong4]
L1-0447,右,右,yòu,N,1,9907,yòu,右,,右|右[you4]
L1-0448,右边,右邊,yòubian,N,1,9908,yòubian,右边,,右邊|右边[you4 bian5]
L1-0449,雨,雨,yǔ,N,1,9941,yǔ,雨,,雨|雨[yu3]
L1-0450,元,元,yuán,M,1,9987,yuán,元,,元|元[yuan2]
L1-0451,远,遠,yuǎn,Adj,1,10027,yuǎn,远,,遠|远[yuan3]
L1-0452,月,月,yuè,N,1,10052,yuè,月,,月|月[yue4]
L1-0453,再,再,zài,Adv,1,10111,zài,再,,再|再[zai4]
L1-0454,再见,再見,zàijiàn,V,1,10114,zàijiàn,再见,,再見|再见[zai4 jian4]
L1-0455,在,在,zài,V/Prep/Adv,1,10120,zài,在,,在|在[zai4]
L1-0456,在家,在家,zàijiā,V,1,10123,zàijiā,在家,,在家|在家[zai4 jia1]
L1-0457,早,早,zǎo,Adj,1,10156,zǎo,早,,早|早[zao3]
L1-0458,早饭,早飯,zǎofàn,N,1,10159,zǎofàn,早饭,,早飯|早饭[zao3 fan4]
L1-0459,早上,早上,zǎoshang,N,1,10164,zǎoshang,早上,,早上|早上[zao3 shang5]
L1-0460,怎么,怎麼,zěnme,Pron,1,10184,zěnme,怎么,,怎麼|怎么[zen3 me5]
L1-0461,站,站,zhàn,N,1,10246,zhàn,站（名）,,站|站[zhan4]
L1-0462,找,找,zhǎo,V,1,10298,zhǎo,找,,找|找[zhao3]
L1-0463,找到,找到,zhǎodào,,1,10300,zhǎodào,找到,,找到|找到[zhao3 dao4]
L1-0464,这,這,zhè,Pron,1,10329,zhè,这,,這|这[zhe4]
L1-0465,这边,這邊,zhèbiān,Pron,1,10330,zhèbiān,这边,,這邊|这边[zhe4 bian1]
L1-0466,这里,這裡,zhèlǐ,Pron,1,10334,zhè·lǐ,这里,,這裡|这里[zhe4 li3]
L1-0467,这儿,這兒,zhèr,Pron,1,10331,zhèr,这儿,,這兒|这儿[zhe4 r5]
L1-0468,这些,這些,zhèxiē,Pron,1,10337,zhèxiē,这些,,這些|这些[zhe4 xie1]
L1-0469,着,著,zhe,Aux,1,10340,zhe,着,,著|着[zhe5]
L1-0470,真,真,zhēn,Adv/Adj,1,10352,zhēn,真,,真|真[zhen1]
L1-0471,真的,真的,zhēn de,,1,10354,zhēn de,真的,,真的|真的[zhen1 de5]
L1-0472,正,正,zhèng,Adv,1,10417,zhèng,正（副）,,正|正[zheng4]
L1-0473,正在,正在,zhèngzài,Adv,1,10432,zhèngzài,正在,,正在|正在[zheng4 zai4]
L1-0474,知道,知道,zhīdào,V,1,10476,zhī·dào,知道,,知道|知道[zhi1 dao4]
L1-0475,知识,知識,zhīshi,N,1,10480,zhīshi,知识,,知識|知识[zhi1 shi5]
L1-0476,中,中,zhōng,N,1,10605,zhōng,中,,中|中[zhong1]
L1-0477,中国,中國,Zhōngguó,N,1,10610,Zhōngguó,中国,,中國|中国[Zhong1 guo2]
L1-0478,中间,中間,zhōngjiān,N,1,10615,zhōngjiān,中间,,中間|中间[zhong1 jian1]
L1-0479,中文,中文,Zhōngwén,N,1,10623,Zhōngwén,中文,,中文|中文[Zhong1 wen2]
L1-0480,中午,中午,zhōngwǔ,N,1,10624,zhōngwǔ,中午,,中午|中午[zhong1 wu3]
L1-0481,中学,中學,zhōngxué,N,1,10629,zhōngxué,中学,,中學|中学[zhong1 xue2]
L1-0482,中学生,中學生,zhōngxuéshēng,N,1,10630,zhōngxuéshēng,中学生,,中學生|中学生[zhong1 xue2 sheng1]
L1-0483,重,重,zhòng,Adj,1,10668,zhòng,重,,重|重[zhong4]
L1-0484,重要,重要,zhòngyào,Adj,1,10679,zhòngyào,重要,,重要|重要[zhong4 yao4]
L1-0485,住,住,zhù,V,1,10742,zhù,住,,住|住[zhu4]
L1-0486,准备,準備,zhǔnbèi,V,1,10857,zhǔnbèi,准备,,準備|准备[zhun3 bei4]
L1-0487,桌子,桌子,zhuōzi,N,1,10865,zhuōzi,桌子,,桌子|桌子[zhuo1 zi5]
L1-0488,字,字,zì,N,1,10944,zì,字,,字|字[zi4]
L1-0489,子（桌子）,子（桌子）,zi (zhuōzi),Suffix,1,10951,zi (zhuōzi),子（桌子）,"[{""Simplified"": ""子"", ""Pinyin"": ""zi"", ""POS"": ""Suffix"", ""Traditional"": ""子"", ""CEDICT"": ""子|子[zi5]""}, {""Simplified"": ""桌子"", ""Pinyin"": ""zhuōzi"", ""POS"": ""N"", ""Example"": ""1"", ""Traditional"": ""桌子"", ""CEDICT"": ""桌子|桌子[zhuo1 zi5]""}]",子|子[zi5]
L1-0490,走,走,zǒu,V,1,10982,zǒu,走,,走|走[zou3]
L1-0491,走路,走路,zǒulù,,1,10990,zǒu∥lù,走路,,走路|走路[zou3 lu4]
L1-0492,最,最,zuì,Adv,1,11035,zuì,最,,最|最[zui4]
L1-0493,最好,最好,zuìhǎo,Adv,1,11037,zuìhǎo,最好,,最好|最好[zui4 hao3]
L1-0494,最后,最後,zuìhòu,N,1,11038,zuìhòu,最后,,最後|最后[zui4 hou4]
L1-0495,昨天,昨天,zuótiān,N,1,11054,zuótiān,昨天,,昨天|昨天[zuo2 tian1]
L1-0496,左,左,zuǒ,N,1,11056,zuǒ,左,,左|左[zuo3]
L1-0497,左边,左邊,zuǒbian,N,1,11057,zuǒbian,左边,,左邊|左边[zuo3 bian5]
L1-0498,坐,坐,zuò,V,1,11077,zuò,坐,,坐|坐[zuo4]
L1-0499,坐下,坐下,zuò xia,,1,11079,zuò xia,坐下,,坐下|坐下[zuo4 xia5]
L1-0500,做,做,zuò,V,1,11085,zuò,做,,做|做[zuo4]
L2-0001,啊,啊,a,Aux,2,4,a,啊,,啊|啊[a5]
L2-0002,爱情,愛情,àiqíng,N,2,25,àiqíng,爱情,,愛情|爱情[ai4 qing2]
L2-0003,爱人,愛人,àiren,N,2,26,àiren,爱人,,愛人|爱人[ai4 ren5]
L2-0004,安静,安靜,ānjìng,Adj/V,2,34,ānjìng,安静,,安靜|安静[an1 jing4]
L2-0005,安全,安全,ānquán,Adj/N,2,38,ānquán,安全,,安全|安全[an1 quan2]
L2-0006,白色,白色,báisè,N,2,97,báisè,白色,,白色|白色[bai2 se4]
L2-0007,班长,班長,bānzhǎng,N,2,121,bānzhǎng,班长,,班長|班长[ban1 zhang3]
L2-0008,办,辦,bàn,V,2,132,bàn,办,,辦|办[ban4]
L2-0009,办法,辦法,bànfǎ,N,2,134,bànfǎ,办法,,辦法|办法[ban4 fa3]
L2-0010,办公室,辦公室,bàngōngshì,N,2,136,bàngōngshì,办公室,,辦公室|办公室[ban4 gong1 shi4]
L2-0011,半夜,半夜,bànyè,N,2,152,bànyè,半夜,,半夜|半夜[ban4 ye4]
L2-0012,帮助,幫助,bāngzhù,V,2,164,bāngzhù,帮助,,幫助|帮助[bang1 zhu4]
L2-0013,饱,飽,bǎo,Adj,2,185,bǎo,饱,,飽|饱[bao3]
L2-0014,报名,報名,bàomíng,,2,231,bào∥míng,报名,,報名|报名[bao4 ming2]
L2-0015,报纸,報紙,bàozhǐ,N,2,235,bàozhǐ,报纸,,報紙|报纸[bao4 zhi3]
L2-0016,北方,北方,běifāng,N,2,271,běifāng,北方,,北方|北方[bei3 fang1]
L2-0017,背,背,bèi,V,2,278,bèi,背（动）,,背|背[bei4]
L2-0018,比如,比如,bǐrú,V,2,340,bǐrú,比如,,比如|比如[bi3 ru2]
L2-0019,比如说,比如說,bǐrú shuō,,2,341,bǐrú shuō,比如说,,比如說|比如说[bi3 ru2 shuo1]
L2-0020,笔,筆,bǐ,N/M,2,347,bǐ,笔,,筆|笔[bi3]
L2-0021,笔记,筆記,bǐjì,N,2,348,bǐjì,笔记,,筆記|笔记[bi3 ji4]
L2-0022,笔记本,筆記本,bǐjìběn,N,2,349,bǐjìběn,笔记本,,筆記本|笔记本[bi3 ji4 ben3]
L2-0023,必须,必須,bìxū,Adv,2,358,bìxū,必须,,必須|必须[bi4 xu1]
L2-0024,边,邊,biān,N,2,375,biān,边,,邊|边[bian1]
L2-0025,变,變,biàn,V,2,394,biàn,变,,變|变[bian4]
L2-0026,变成,變成,biànchéng,,2,395,biànchéng,变成,,變成|变成[bian4 cheng2]
L2-0027,遍,遍,biàn,M,2,416,biàn,遍,,遍|遍[bian4]
L2-0028,表,表|錶,biǎo,N,2,437,biǎo,表,,表|表[biao3]/錶|表[biao3]
